order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
2990,954,9,1,300,0,300.0
2991,955,14,3,400,0,1200.0
2992,955,13,3,80,0,240.0
2993,955,5,3,1100,0,3300.0
2994,955,6,3,1300,0,3900.0
2995,955,5,1,1100,5,1045.0
2996,956,14,3,400,0,1200.0
2997,956,7,2,600,0,1200.0
2998,957,14,3,400,5,1140.0
2999,957,8,1,500,5,475.0
3000,957,6,1,1300,10,1170.0
3001,957,4,1,1800,5,1710.0
3002,958,6,1,1300,0,1300.0
3003,958,13,2,80,5,152.0
3004,959,7,3,600,0,1800.0
3005,959,3,3,1200,0,3600.0
3006,959,6,3,1300,0,3900.0
3007,959,13,2,80,0,160.0
3008,959,10,1,150,5,142.5
3009,960,2,1,1500,0,1500.0
3010,961,12,1,100,0,100.0
3011,961,8,3,500,5,1425.0
3012,961,2,2,1500,5,2850.0
3013,962,10,2,150,0,300.0
3014,962,1,2,2500,0,5000.0
3015,963,2,2,1500,10,2700.0
3016,963,10,3,150,0,450.0
3017,963,6,3,1300,0,3900.0
3018,963,10,3,150,0,450.0
3019,963,5,2,1100,0,2200.0
3020,964,5,1,1100,0,1100.0
3021,964,3,3,1200,0,3600.0
3022,965,14,2,400,0,800.0
3023,965,9,2,300,0,600.0
3024,965,12,1,100,0,100.0
3025,965,3,2,1200,0,2400.0
3026,966,7,2,600,0,1200.0
3027,966,11,3,200,0,600.0
3028,966,10,2,150,5,285.0
3029,966,10,1,150,5,142.5
3030,967,14,2,400,0,800.0
3031,967,2,2,1500,0,3000.0
3032,967,6,1,1300,0,1300.0
3033,968,6,1,1300,0,1300.0
3034,968,6,1,1300,0,1300.0
3035,968,11,2,200,0,400.0
3036,969,2,3,1500,0,4500.0
3037,969,8,3,500,0,1500.0
3038,969,7,3,600,0,1800.0
3039,970,14,3,400,0,1200.0
3040,970,12,2,100,0,200.0
3041,971,14,2,400,0,800.0
3042,971,1,3,2500,0,7500.0
3043,971,6,1,1300,5,1235.0
3044,971,12,2,100,0,200.0
3045,972,7,1,600,5,570.0
3046,972,13,2,80,10,144.0
3047,972,9,2,300,0,600.0
3048,973,9,3,300,0,900.0
3049,973,12,3,100,0,300.0
3050,974,9,1,300,0,300.0
3051,974,13,3,80,0,240.0
3052,974,6,3,1300,5,3705.0
3053,975,11,1,200,0,200.0
3054,975,4,2,1800,0,3600.0
3055,975,2,3,1500,5,4275.0
3056,975,7,3,600,0,1800.0
3057,976,14,3,400,0,1200.0
3058,976,3,2,1200,0,2400.0
3059,976,6,1,1300,0,1300.0
3060,976,9,3,300,5,855.0
3061,977,11,3,200,0,600.0
3062,977,7,1,600,0,600.0
3063,977,6,1,1300,0,1300.0
3064,977,10,3,150,0,450.0
3065,977,7,3,600,0,1800.0
3066,978,3,1,1200,0,1200.0
3067,978,12,1,100,0,100.0
3068,978,14,3,400,0,1200.0
3069,978,3,3,1200,0,3600.0
3070,978,12,1,100,0,100.0
3071,979,10,3,150,5,427.5
3072,979,12,3,100,0,300.0
3073,979,8,3,500,0,1500.0
3074,979,1,1,2500,5,2375.0
3075,980,12,1,100,0,100.0
3076,980,9,1,300,5,285.0
3077,980,4,3,1800,0,5400.0
3078,980,9,3,300,0,900.0
3079,981,14,1,400,0,400.0
3080,981,4,3,1800,0,5400.0
3081,981,1,2,2500,0,5000.0
3082,982,6,1,1300,0,1300.0
3083,982,13,2,80,0,160.0
3084,982,13,3,80,0,240.0
3085,982,2,2,1500,5,2850.0
3086,983,5,1,1100,0,1100.0
3087,984,1,3,2500,0,7500.0
3088,984,1,1,2500,0,2500.0
3089,984,12,1,100,0,100.0
3090,985,13,2,80,0,160.0
3091,985,6,2,1300,0,2600.0
3092,986,3,2,1200,0,2400.0
3093,986,11,3,200,5,570.0
3094,986,2,2,1500,0,3000.0
3095,987,4,1,1800,0,1800.0
3096,987,5,1,1100,0,1100.0
3097,987,7,2,600,0,1200.0
3098,988,10,3,150,0,450.0
3099,988,9,2,300,0,600.0
3100,988,6,3,1300,0,3900.0
3101,988,14,1,400,0,400.0
3102,988,2,3,1500,10,4050.0
3103,989,2,3,1500,0,4500.0
3104,989,6,2,1300,0,2600.0
3105,989,12,3,100,0,300.0
3106,989,11,3,200,0,600.0
3107,989,8,3,500,0,1500.0
3108,990,14,2,400,5,760.0
3109,990,4,3,1800,5,5130.0
3110,990,3,1,1200,10,1080.0
3111,990,8,1,500,0,500.0
3112,990,2,3,1500,0,4500.0
3113,991,2,2,1500,0,3000.0
3114,991,10,2,150,0,300.0
3115,991,10,2,150,0,300.0
3116,991,13,1,80,0,80.0
3117,992,2,3,1500,0,4500.0
3118,992,1,1,2500,0,2500.0
3119,992,8,1,500,0,500.0
3120,992,13,2,80,0,160.0
3121,992,7,1,600,0,600.0
3122,993,9,3,300,0,900.0
3123,993,3,3,1200,0,3600.0
3124,994,14,1,400,0,400.0
3125,994,7,1,600,0,600.0
3126,994,5,1,1100,0,1100.0
3127,995,4,2,1800,0,3600.0
3128,995,11,2,200,0,400.0
3129,995,10,2,150,0,300.0
3130,995,8,3,500,0,1500.0
3131,996,9,3,300,5,855.0
3132,996,2,1,1500,0,1500.0
3133,996,5,1,1100,0,1100.0
3134,996,13,3,80,5,228.0
3135,997,10,3,150,0,450.0
3136,997,6,1,1300,5,1235.0
3137,998,3,2,1200,0,2400.0
3138,998,6,3,1300,0,3900.0
3139,998,3,3,1200,0,3600.0
3140,999,9,1,300,0,300.0
3141,999,9,2,300,5,570.0
3142,999,10,3,150,5,427.5
3143,999,14,2,400,0,800.0
3144,1000,3,1,1200,0,1200.0
3145,1000,2,1,1500,5,1425.0
3146,1000,14,3,400,0,1200.0
3147,1001,12,2,100,0,200.0
3148,1001,11,1,200,5,190.0
3149,1001,3,2,1200,0,2400.0
3150,1002,14,2,400,0,800.0
3151,1002,1,3,2500,0,7500.0
3152,1002,2,3,1500,0,4500.0
3153,1003,12,1,100,5,95.0
3154,1003,9,1,300,5,285.0
3155,1004,1,1,2500,0,2500.0
3156,1004,6,2,1300,0,2600.0
3157,1004,9,2,300,0,600.0
3158,1004,3,1,1200,0,1200.0
3159,1005,12,1,100,0,100.0
3160,1005,6,2,1300,0,2600.0
3161,1006,13,1,80,0,80.0
3162,1006,10,2,150,0,300.0
3163,1007,8,3,500,0,1500.0
3164,1007,12,3,100,0,300.0
3165,1008,12,3,100,0,300.0
3166,1009,9,3,300,0,900.0
3167,1009,6,1,1300,0,1300.0
3168,1009,8,3,500,0,1500.0
3169,1010,7,3,600,10,1620.0
3170,1010,3,3,1200,0,3600.0
3171,1011,12,1,100,0,100.0
3172,1011,2,1,1500,0,1500.0
3173,1011,14,1,400,0,400.0
3174,1011,4,2,1800,5,3420.0
3175,1012,1,1,2500,0,2500.0
3176,1012,7,3,600,0,1800.0
3177,1012,6,2,1300,0,2600.0
3178,1013,2,2,1500,0,3000.0
3179,1013,3,3,1200,0,3600.0
3180,1014,6,1,1300,0,1300.0
3181,1014,8,3,500,0,1500.0
3182,1014,8,3,500,0,1500.0
3183,1015,1,1,2500,5,2375.0
3184,1015,13,1,80,0,80.0
3185,1015,10,1,150,0,150.0
3186,1016,6,3,1300,0,3900.0
3187,1016,14,1,400,5,380.0
3188,1016,12,2,100,5,190.0
3189,1016,14,1,400,0,400.0
3190,1017,10,3,150,0,450.0
3191,1017,12,2,100,0,200.0
3192,1017,12,2,100,0,200.0
3193,1018,1,1,2500,0,2500.0
3194,1018,11,2,200,10,360.0
3195,1018,11,3,200,0,600.0
3196,1019,13,2,80,0,160.0
3197,1019,6,2,1300,0,2600.0
3198,1019,8,1,500,0,500.0
3199,1020,5,1,1100,0,1100.0
3200,1020,8,3,500,0,1500.0
3201,1020,11,2,200,10,360.0
3202,1020,14,3,400,0,1200.0
3203,1020,3,2,1200,5,2280.0
3204,1021,4,1,1800,0,1800.0
3205,1021,13,2,80,5,152.0
3206,1021,11,2,200,0,400.0
3207,1021,10,2,150,0,300.0
3208,1021,14,1,400,0,400.0
3209,1022,9,1,300,0,300.0
3210,1023,7,1,600,5,570.0
3211,1023,1,3,2500,0,7500.0
3212,1024,7,1,600,0,600.0
3213,1024,12,3,100,0,300.0
3214,1024,10,2,150,0,300.0
3215,1024,8,3,500,5,1425.0
3216,1025,7,3,600,0,1800.0
3217,1025,11,3,200,0,600.0
3218,1025,2,3,1500,0,4500.0
3219,1026,12,2,100,0,200.0
3220,1026,14,3,400,5,1140.0
3221,1026,2,1,1500,0,1500.0
3222,1026,11,2,200,0,400.0
3223,1026,12,3,100,0,300.0
3224,1027,5,1,1100,10,990.0
3225,1027,11,2,200,5,380.0
3226,1028,3,3,1200,5,3420.0
3227,1028,2,2,1500,0,3000.0
3228,1028,3,1,1200,0,1200.0
3229,1028,8,2,500,5,950.0
3230,1028,1,3,2500,0,7500.0
3231,1029,2,2,1500,0,3000.0
3232,1029,10,2,150,0,300.0
3233,1030,1,3,2500,0,7500.0
3234,1031,2,1,1500,0,1500.0
3235,1031,12,2,100,0,200.0
3236,1031,1,1,2500,0,2500.0
3237,1031,9,1,300,0,300.0
3238,1032,7,2,600,0,1200.0
3239,1032,10,2,150,5,285.0
3240,1032,14,2,400,0,800.0
3241,1032,7,1,600,0,600.0
3242,1032,7,2,600,0,1200.0
3243,1033,11,2,200,0,400.0
3244,1033,1,3,2500,0,7500.0
3245,1033,12,2,100,0,200.0
3246,1034,10,1,150,0,150.0
3247,1034,4,1,1800,0,1800.0
3248,1035,2,2,1500,5,2850.0
3249,1035,9,1,300,10,270.0
3250,1035,13,3,80,0,240.0
3251,1035,8,1,500,5,475.0
3252,1036,3,3,1200,0,3600.0
3253,1036,6,1,1300,0,1300.0
3254,1037,10,1,150,0,150.0
3255,1037,9,2,300,0,600.0
3256,1037,8,2,500,0,1000.0
3257,1037,1,2,2500,5,4750.0
3258,1038,1,2,2500,0,5000.0
3259,1038,5,2,1100,0,2200.0
3260,1038,5,3,1100,0,3300.0
3261,1039,6,1,1300,0,1300.0
3262,1039,2,2,1500,0,3000.0
3263,1039,8,2,500,0,1000.0
3264,1040,7,1,600,0,600.0
3265,1040,2,2,1500,0,3000.0
3266,1040,2,3,1500,0,4500.0
3267,1040,1,2,2500,0,5000.0
3268,1041,6,2,1300,5,2470.0
3269,1041,1,3,2500,0,7500.0
3270,1041,1,2,2500,5,4750.0
3271,1041,11,3,200,0,600.0
3272,1042,7,2,600,5,1140.0
3273,1042,6,3,1300,0,3900.0
3274,1042,10,1,150,0,150.0
3275,1042,7,2,600,0,1200.0
3276,1043,9,1,300,0,300.0
3277,1043,2,1,1500,5,1425.0
3278,1043,13,3,80,0,240.0
3279,1043,9,3,300,0,900.0
3280,1044,2,3,1500,0,4500.0
3281,1044,9,2,300,0,600.0
3282,1044,6,3,1300,0,3900.0
3283,1044,13,2,80,10,144.0
3284,1044,8,3,500,0,1500.0
3285,1045,11,2,200,0,400.0
3286,1045,1,3,2500,5,7125.0
3287,1045,7,1,600,0,600.0
3288,1045,14,1,400,0,400.0
3289,1045,3,3,1200,0,3600.0
3290,1046,5,2,1100,0,2200.0
3291,1046,5,2,1100,0,2200.0
3292,1047,9,1,300,0,300.0
3293,1047,7,1,600,0,600.0
3294,1047,5,1,1100,5,1045.0
3295,1047,11,3,200,5,570.0
3296,1048,6,2,1300,0,2600.0
3297,1048,10,3,150,0,450.0
3298,1048,1,1,2500,0,2500.0
3299,1049,7,1,600,0,600.0
3300,1050,9,1,300,0,300.0
3301,1050,10,3,150,0,450.0
3302,1051,14,2,400,0,800.0
3303,1052,11,3,200,0,600.0
3304,1052,11,3,200,0,600.0
3305,1052,13,2,80,0,160.0
3306,1053,4,1,1800,0,1800.0
3307,1053,5,1,1100,0,1100.0
3308,1053,9,3,300,5,855.0
3309,1053,9,1,300,0,300.0
3310,1053,13,1,80,0,80.0
3311,1054,10,2,150,0,300.0
3312,1054,14,2,400,0,800.0
3313,1054,4,1,1800,0,1800.0
3314,1055,7,1,600,5,570.0
3315,1055,2,1,1500,0,1500.0
3316,1055,12,1,100,10,90.0
3317,1056,7,2,600,10,1080.0
3318,1056,2,1,1500,10,1350.0
3319,1057,14,3,400,5,1140.0
3320,1057,1,3,2500,5,7125.0
3321,1058,12,2,100,0,200.0
3322,1058,3,1,1200,0,1200.0
3323,1059,8,2,500,0,1000.0
3324,1059,7,2,600,0,1200.0
3325,1059,14,1,400,5,380.0
3326,1059,5,3,1100,0,3300.0
3327,1059,8,1,500,0,500.0
3328,1060,10,3,150,0,450.0
3329,1060,5,2,1100,0,2200.0
3330,1060,6,1,1300,0,1300.0
3331,1060,8,2,500,0,1000.0
3332,1061,12,2,100,0,200.0
3333,1061,12,1,100,10,90.0
3334,1062,8,3,500,0,1500.0
3335,1062,9,1,300,0,300.0
3336,1062,10,1,150,0,150.0
3337,1062,13,1,80,0,80.0
3338,1062,5,1,1100,0,1100.0
3339,1063,3,3,1200,5,3420.0
3340,1063,8,3,500,0,1500.0
3341,1064,11,2,200,0,400.0
3342,1064,6,3,1300,0,3900.0
3343,1064,9,1,300,5,285.0
3344,1065,7,1,600,5,570.0
3345,1065,8,2,500,10,900.0
3346,1065,9,1,300,5,285.0
3347,1065,4,1,1800,0,1800.0
3348,1066,7,1,600,0,600.0
3349,1066,7,2,600,0,1200.0
3350,1066,13,3,80,0,240.0
3351,1066,7,1,600,0,600.0
3352,1066,7,1,600,0,600.0
3353,1067,10,2,150,0,300.0
3354,1067,8,1,500,10,450.0
3355,1067,12,3,100,0,300.0
3356,1067,13,3,80,0,240.0
3357,1068,4,1,1800,5,1710.0
3358,1068,7,1,600,0,600.0
3359,1069,13,3,80,0,240.0
3360,1069,14,3,400,0,1200.0
3361,1069,8,1,500,0,500.0
3362,1069,8,3,500,0,1500.0
3363,1069,4,3,1800,0,5400.0
3364,1070,14,3,400,0,1200.0
3365,1070,4,1,1800,10,1620.0
3366,1070,11,3,200,0,600.0
3367,1070,3,3,1200,0,3600.0
3368,1071,7,2,600,0,1200.0
3369,1071,6,2,1300,0,2600.0
3370,1071,3,2,1200,0,2400.0
3371,1072,11,2,200,0,400.0
3372,1072,13,1,80,0,80.0
3373,1072,4,2,1800,0,3600.0
3374,1072,8,2,500,0,1000.0
3375,1073,12,2,100,0,200.0
3376,1073,13,3,80,10,216.0
3377,1073,1,1,2500,0,2500.0
3378,1073,6,1,1300,0,1300.0
3379,1073,12,2,100,0,200.0
3380,1074,14,2,400,0,800.0
3381,1074,3,3,1200,5,3420.0
3382,1075,9,3,300,0,900.0
3383,1075,10,1,150,0,150.0
3384,1076,6,2,1300,0,2600.0
3385,1076,11,2,200,0,400.0
3386,1076,4,3,1800,5,5130.0
3387,1077,12,3,100,0,300.0
3388,1077,6,3,1300,5,3705.0
3389,1077,8,2,500,0,1000.0
3390,1078,5,1,1100,0,1100.0
3391,1078,12,3,100,0,300.0
3392,1078,14,2,400,5,760.0
3393,1078,10,1,150,0,150.0
3394,1079,13,1,80,5,76.0
3395,1079,9,1,300,0,300.0
3396,1079,2,2,1500,0,3000.0
3397,1079,9,1,300,0,300.0
3398,1080,5,1,1100,0,1100.0
3399,1080,13,1,80,0,80.0
3400,1080,11,1,200,0,200.0
3401,1080,8,3,500,0,1500.0
3402,1081,14,1,400,0,400.0
3403,1081,5,3,1100,5,3135.0
3404,1081,2,3,1500,0,4500.0
3405,1082,9,1,300,0,300.0
3406,1082,3,1,1200,0,1200.0
3407,1082,11,3,200,0,600.0
3408,1082,5,3,1100,0,3300.0
3409,1082,6,1,1300,0,1300.0
3410,1083,10,2,150,0,300.0
3411,1083,2,1,1500,0,1500.0
3412,1083,9,3,300,0,900.0
3413,1083,7,3,600,0,1800.0
3414,1084,1,1,2500,0,2500.0
3415,1084,10,2,150,0,300.0
3416,1084,6,1,1300,0,1300.0
3417,1084,14,1,400,0,400.0
3418,1084,5,2,1100,0,2200.0
3419,1085,14,2,400,5,760.0
3420,1086,1,3,2500,0,7500.0
3421,1086,13,3,80,5,228.0
3422,1086,11,2,200,5,380.0
3423,1086,8,1,500,0,500.0
3424,1086,12,3,100,5,285.0
3425,1087,2,1,1500,0,1500.0
3426,1087,9,2,300,10,540.0
3427,1087,5,2,1100,0,2200.0
3428,1087,7,1,600,0,600.0
3429,1088,3,3,1200,0,3600.0
3430,1088,2,3,1500,0,4500.0
3431,1088,12,2,100,0,200.0
3432,1088,13,2,80,0,160.0
3433,1088,13,1,80,0,80.0
3434,1089,13,3,80,0,240.0
3435,1089,14,1,400,0,400.0
3436,1089,10,2,150,0,300.0
3437,1090,10,1,150,0,150.0
3438,1090,8,2,500,0,1000.0
3439,1091,5,3,1100,0,3300.0
3440,1091,7,2,600,5,1140.0
3441,1091,12,3,100,0,300.0
3442,1092,6,2,1300,5,2470.0
3443,1092,4,1,1800,0,1800.0
3444,1093,1,1,2500,0,2500.0
3445,1093,2,1,1500,0,1500.0
3446,1093,1,3,2500,5,7125.0
3447,1094,8,3,500,0,1500.0
3448,1094,13,3,80,10,216.0
3449,1094,7,2,600,0,1200.0
3450,1094,10,2,150,0,300.0
3451,1095,14,3,400,0,1200.0
3452,1095,5,2,1100,0,2200.0
3453,1095,6,1,1300,0,1300.0
3454,1095,1,1,2500,0,2500.0
3455,1096,1,1,2500,0,2500.0
3456,1096,6,3,1300,0,3900.0
3457,1096,4,1,1800,0,1800.0
3458,1097,13,1,80,0,80.0
3459,1097,2,3,1500,0,4500.0
3460,1097,3,3,1200,0,3600.0
3461,1098,7,3,600,0,1800.0
3462,1099,3,3,1200,0,3600.0
3463,1099,11,3,200,0,600.0
3464,1100,5,2,1100,0,2200.0
3465,1100,7,3,600,0,1800.0
3466,1100,1,3,2500,0,7500.0
3467,1100,8,2,500,0,1000.0
3468,1100,10,2,150,0,300.0
3469,1101,8,2,500,0,1000.0
3470,1101,9,1,300,0,300.0
3471,1101,7,3,600,0,1800.0
3472,1101,14,2,400,0,800.0
3473,1102,12,2,100,0,200.0
3474,1102,12,2,100,0,200.0
3475,1102,7,2,600,0,1200.0
3476,1102,9,3,300,0,900.0
3477,1102,9,2,300,0,600.0
3478,1103,13,2,80,0,160.0
3479,1103,4,3,1800,0,5400.0
3480,1104,6,2,1300,0,2600.0
3481,1104,9,1,300,10,270.0
3482,1104,14,1,400,10,360.0
3483,1105,11,3,200,0,600.0
3484,1105,10,2,150,5,285.0
3485,1105,2,2,1500,0,3000.0
3486,1106,12,2,100,0,200.0
3487,1106,10,3,150,0,450.0
3488,1107,7,2,600,0,1200.0
3489,1107,13,2,80,0,160.0
3490,1107,11,1,200,0,200.0
3491,1108,11,2,200,0,400.0
3492,1108,5,3,1100,0,3300.0
3493,1108,4,2,1800,0,3600.0
3494,1108,10,3,150,0,450.0
3495,1109,12,3,100,0,300.0
3496,1109,5,1,1100,0,1100.0
3497,1109,6,3,1300,0,3900.0
3498,1109,7,1,600,0,600.0
3499,1110,13,3,80,0,240.0
3500,1110,13,3,80,0,240.0
3501,1110,6,1,1300,0,1300.0
3502,1110,11,1,200,10,180.0
3503,1110,7,3,600,10,1620.0
3504,1111,13,3,80,0,240.0
3505,1111,7,1,600,0,600.0
3506,1112,9,1,300,0,300.0
3507,1112,2,2,1500,0,3000.0
3508,1112,13,3,80,0,240.0
3509,1112,7,1,600,0,600.0
3510,1112,2,2,1500,0,3000.0
3511,1113,3,2,1200,0,2400.0
3512,1113,7,2,600,5,1140.0
3513,1113,9,2,300,0,600.0
3514,1113,14,3,400,5,1140.0
3515,1113,12,3,100,0,300.0
3516,1114,13,2,80,0,160.0
3517,1114,2,3,1500,0,4500.0
3518,1114,4,1,1800,0,1800.0
3519,1114,4,2,1800,0,3600.0
3520,1115,5,2,1100,0,2200.0
3521,1115,6,3,1300,0,3900.0
3522,1116,6,1,1300,0,1300.0
3523,1116,3,1,1200,5,1140.0
3524,1116,11,1,200,5,190.0
3525,1117,8,1,500,0,500.0
3526,1117,11,2,200,0,400.0
3527,1117,9,2,300,5,570.0
3528,1118,4,2,1800,0,3600.0
3529,1118,13,1,80,0,80.0
3530,1118,14,1,400,0,400.0
3531,1118,3,2,1200,5,2280.0
3532,1118,14,2,400,0,800.0
3533,1119,9,3,300,0,900.0
3534,1119,12,3,100,0,300.0
3535,1119,3,2,1200,10,2160.0
3536,1119,4,3,1800,10,4860.0
3537,1120,5,2,1100,0,2200.0
3538,1120,12,2,100,5,190.0
3539,1120,11,1,200,0,200.0
3540,1120,1,1,2500,0,2500.0
3541,1120,11,2,200,5,380.0
3542,1121,13,1,80,10,72.0
3543,1121,14,1,400,0,400.0
3544,1121,1,3,2500,0,7500.0
3545,1122,2,2,1500,0,3000.0
3546,1122,9,3,300,5,855.0
3547,1123,2,2,1500,0,3000.0
3548,1123,2,2,1500,0,3000.0
3549,1123,6,1,1300,10,1170.0
3550,1123,12,3,100,0,300.0
3551,1123,3,3,1200,0,3600.0
3552,1124,14,2,400,0,800.0
3553,1125,13,2,80,0,160.0
3554,1125,12,2,100,0,200.0
3555,1125,9,3,300,0,900.0
3556,1126,3,2,1200,0,2400.0
3557,1126,1,3,2500,0,7500.0
3558,1127,10,2,150,0,300.0
3559,1127,13,1,80,0,80.0
3560,1127,8,3,500,0,1500.0
3561,1127,9,2,300,0,600.0
3562,1128,8,3,500,0,1500.0
3563,1128,10,2,150,5,285.0
3564,1128,4,1,1800,0,1800.0
3565,1128,9,2,300,0,600.0
3566,1128,10,3,150,0,450.0
3567,1129,3,2,1200,0,2400.0
3568,1129,11,1,200,0,200.0
3569,1129,12,2,100,0,200.0
3570,1129,12,2,100,0,200.0
3571,1129,10,2,150,0,300.0
3572,1130,8,2,500,5,950.0
3573,1130,2,1,1500,0,1500.0
3574,1130,2,1,1500,0,1500.0
3575,1131,2,3,1500,0,4500.0
3576,1131,7,2,600,10,1080.0
3577,1131,11,1,200,0,200.0
3578,1131,4,2,1800,0,3600.0
3579,1132,11,3,200,0,600.0
3580,1132,8,3,500,0,1500.0
3581,1132,9,2,300,0,600.0
3582,1132,14,3,400,0,1200.0
3583,1133,13,1,80,0,80.0
3584,1133,3,1,1200,0,1200.0
3585,1133,12,2,100,0,200.0
3586,1134,7,2,600,5,1140.0
3587,1134,11,1,200,0,200.0
3588,1134,4,1,1800,0,1800.0
3589,1134,9,3,300,0,900.0
3590,1135,3,2,1200,0,2400.0
3591,1135,2,3,1500,0,4500.0
3592,1135,4,3,1800,0,5400.0
3593,1135,13,2,80,10,144.0
3594,1136,6,1,1300,0,1300.0
3595,1136,3,3,1200,0,3600.0
3596,1136,2,3,1500,0,4500.0
3597,1137,8,1,500,5,475.0
3598,1138,3,2,1200,0,2400.0
3599,1138,9,1,300,0,300.0
3600,1139,2,2,1500,0,3000.0
3601,1139,12,2,100,0,200.0
3602,1139,9,1,300,5,285.0
3603,1140,11,2,200,0,400.0
3604,1140,10,1,150,0,150.0
3605,1140,14,2,400,0,800.0
3606,1141,14,3,400,0,1200.0
3607,1141,6,2,1300,5,2470.0
3608,1141,14,2,400,0,800.0
3609,1142,2,1,1500,0,1500.0
3610,1143,14,2,400,5,760.0
3611,1143,9,1,300,0,300.0
3612,1144,10,1,150,0,150.0
3613,1144,7,2,600,0,1200.0
3614,1144,14,3,400,0,1200.0
3615,1144,4,2,1800,10,3240.0
3616,1145,6,3,1300,0,3900.0
3617,1145,12,2,100,10,180.0
3618,1145,1,2,2500,0,5000.0
3619,1146,7,2,600,0,1200.0
3620,1147,6,1,1300,0,1300.0
3621,1147,13,1,80,0,80.0
3622,1148,6,3,1300,0,3900.0
3623,1149,8,1,500,0,500.0
3624,1149,1,3,2500,0,7500.0
3625,1150,14,1,400,0,400.0
3626,1150,8,3,500,10,1350.0
3627,1151,10,1,150,0,150.0
3628,1151,1,1,2500,0,2500.0
3629,1151,13,1,80,10,72.0
3630,1151,4,2,1800,0,3600.0
3631,1151,13,2,80,0,160.0
3632,1152,6,1,1300,0,1300.0
3633,1152,9,2,300,0,600.0
3634,1152,6,3,1300,0,3900.0
3635,1152,10,1,150,0,150.0
3636,1152,8,1,500,0,500.0
3637,1153,8,2,500,0,1000.0
3638,1153,7,1,600,0,600.0
3639,1153,14,1,400,0,400.0
3640,1153,2,1,1500,0,1500.0
3641,1153,10,1,150,5,142.5
3642,1154,9,3,300,10,810.0
3643,1154,6,2,1300,0,2600.0
3644,1154,12,1,100,0,100.0
3645,1154,5,3,1100,5,3135.0
3646,1154,12,1,100,10,90.0
3647,1155,6,1,1300,0,1300.0
3648,1156,8,2,500,0,1000.0
3649,1156,2,1,1500,0,1500.0
3650,1156,1,1,2500,0,2500.0
3651,1157,10,2,150,0,300.0
3652,1157,13,3,80,0,240.0
3653,1158,1,3,2500,0,7500.0
3654,1159,12,2,100,0,200.0
3655,1159,8,3,500,0,1500.0
3656,1159,1,1,2500,0,2500.0
3657,1160,1,3,2500,0,7500.0
3658,1160,9,1,300,0,300.0
3659,1160,11,3,200,0,600.0
3660,1160,8,3,500,0,1500.0
3661,1161,5,1,1100,0,1100.0
3662,1161,5,2,1100,0,2200.0
3663,1161,12,3,100,0,300.0
3664,1161,7,2,600,0,1200.0
3665,1161,14,3,400,0,1200.0
3666,1162,13,2,80,5,152.0
3667,1163,1,2,2500,0,5000.0
3668,1163,1,3,2500,0,7500.0
3669,1164,8,2,500,0,1000.0
3670,1164,2,2,1500,0,3000.0
3671,1165,10,2,150,0,300.0
3672,1165,14,1,400,0,400.0
3673,1165,9,1,300,0,300.0
3674,1165,8,1,500,0,500.0
3675,1165,3,1,1200,5,1140.0
3676,1166,10,2,150,0,300.0
3677,1166,1,2,2500,0,5000.0
3678,1166,10,2,150,0,300.0
3679,1166,5,1,1100,0,1100.0
3680,1167,7,2,600,0,1200.0
3681,1167,10,2,150,0,300.0
3682,1167,9,3,300,0,900.0
3683,1167,5,3,1100,0,3300.0
3684,1168,9,1,300,0,300.0
3685,1168,10,1,150,0,150.0
3686,1168,13,3,80,10,216.0
3687,1169,13,2,80,0,160.0
3688,1169,6,1,1300,0,1300.0
3689,1169,3,1,1200,0,1200.0
3690,1170,7,2,600,0,1200.0
3691,1170,13,1,80,5,76.0
3692,1170,11,2,200,0,400.0
3693,1171,13,1,80,10,72.0
3694,1171,1,3,2500,5,7125.0
3695,1171,12,2,100,0,200.0
3696,1171,13,1,80,0,80.0
3697,1172,6,3,1300,0,3900.0
3698,1172,10,1,150,10,135.0
3699,1172,2,1,1500,0,1500.0
3700,1172,1,1,2500,0,2500.0
3701,1173,3,2,1200,0,2400.0
3702,1173,12,3,100,0,300.0
3703,1174,3,1,1200,0,1200.0
3704,1174,12,3,100,5,285.0
3705,1174,13,1,80,0,80.0
3706,1175,11,2,200,0,400.0
3707,1175,2,2,1500,0,3000.0
3708,1175,4,3,1800,0,5400.0
3709,1176,10,2,150,0,300.0
3710,1176,11,1,200,5,190.0
3711,1176,9,2,300,5,570.0
3712,1177,8,2,500,0,1000.0
3713,1177,5,1,1100,10,990.0
3714,1177,9,2,300,0,600.0
3715,1178,11,1,200,0,200.0
3716,1178,10,1,150,0,150.0
3717,1178,11,1,200,0,200.0
3718,1179,3,3,1200,0,3600.0
3719,1179,8,2,500,0,1000.0
3720,1179,14,1,400,0,400.0
3721,1179,1,3,2500,0,7500.0
3722,1180,13,3,80,0,240.0
3723,1180,14,2,400,0,800.0
3724,1180,11,3,200,0,600.0
3725,1180,11,1,200,0,200.0
3726,1180,9,2,300,0,600.0
3727,1181,4,3,1800,0,5400.0
3728,1181,6,1,1300,0,1300.0
3729,1182,14,1,400,0,400.0
3730,1182,11,1,200,0,200.0
3731,1182,5,2,1100,0,2200.0
3732,1182,1,1,2500,0,2500.0
3733,1182,11,3,200,0,600.0
3734,1183,13,3,80,0,240.0
3735,1183,10,1,150,0,150.0
3736,1183,6,1,1300,0,1300.0
